ID_IDEFISC;NOMBRE;ID_FCH_DATOS;FECHA_NACIMIENTO;Sector;CNAE;NOM_GRUP;FECHA_HATS;ALERTA_HATS;CONCURSAL;RECIENTE_CREACION;SEGMENTO_GESTION;SUBSEGMENTO_GESTION;DE_CORTA_TERRITORIAL_GEST;NOMBRE_REGIONAL_GEST;NOMBRE_CENTRO_GEST;OFICINA
B62493242;PROMOCIONS TINPALL, S.L.;2016-08-31;2001-02-08;INVERSIONES INMOBILIARIAS;Agentes de la propiedad inmobiliaria;Sin Grupo de Riesgo;;SIN ALERTA;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL TARRAGONA;TARRAGONA - P.MARTELL;5258
B62494695;SERVICIOS GRUPFAMI 2000 SL;2016-08-31;2001-02-09;TURISMO, HOSTELERÍA Y OCIO;Otros servicios de comidas;Sin Grupo de Riesgo;2016-08-30;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL VALLES ORIENTAL - OSONA;PALAU-SOLITA I PLEGAMANS;60
B62494711;URBASA OBRES I SERVEIS S.L.;2016-08-31;2001-02-01;CONSTRUCCIÓN;Demolición;Sin Grupo de Riesgo;2016-08-30;VERDE;SI;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL VALLES OCCIDENTAL;(CARTERA) API9 - API9-APODERADO GESTION INTEGRA;900
B62495015;SERVOBIAT SL;2016-08-31;2001-02-08;CONSTRUCCIÓN;Construcción de otros proyectos de ingeniería civil n.c.o.p.;Sin Grupo de Riesgo;2016-08-30;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL VALLES ORIENTAL - OSONA;(CARTERA) GPYM - GPYM-DIRECTOR DE PYME;74
B62501598;PLATAFORMA DIGITAL S.L.;2016-08-31;2001-02-06;METALURGIA;Comercio al por mayor de equipos electrónicos y de telecomunicaciones y sus componentes;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL VALLES OCCIDENTAL;(CARTERA) GPM9 - GPM9-DIRECTOR DE PYME (SAC);32
B62517206;MARCONS 1411 SL;2016-08-31;2001-02-27;CONSTRUCCIÓN;Construcción de edificios residenciales;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL BAIX LLOBREGAT NORD - ANOIA;(CARTERA) GPYM - GPYM-DIRECTOR DE PYME;323
B62524798;INICIATIVES VOP S.L;2016-08-31;2001-03-06;INVERSIONES INMOBILIARIAS;Alquiler de bienes inmobiliarios por cuenta propia;Sin Grupo de Riesgo;2016-08-30;AMARILLA;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL VALLES OCCIDENTAL;(CARTERA) GPM9 - GPM9-DIRECTOR DE PYME (SAC);900
B62525159;APERITIUS CATALANS,S.L.;2016-08-31;1994-05-01;ALIMENTACIÓN Y BEBIDAS;Elaboración de otros productos alimenticios n.c.o.p.;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL BAIX LLOBREGAT NORD - ANOIA;PIERA;1646
B62528773;URDISEM S.L;2016-08-31;2001-03-09;INVERSIONES INMOBILIARIAS;Promoción inmobiliaria;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Promotores;Promotores;T.UCIS CATALUÑA;DIR.ZONA UCI CATALUNYA;UNIDAD CREDITO INMOBILIARIO CATALUNYA;8
B62535109;BASE CULTURAL ACTIVA, S.L.;2016-08-31;2001-03-23;EDUCACIÓN, SANIDAD Y SERVIC;Educación universitaria;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL BARCELONES NORD;BARCELONA AG. POBLE NOU;65
B62538285;JAIRO SOL, S.L.;2016-08-31;2001-03-29;TURISMO, HOSTELERÍA Y OCIO;Peluquería y otros tratamientos de belleza;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Minorista;Minorista MP;T.CATALUNYA;DIRECCION REGIONAL VALLES OCCIDENTAL;SABADELL AG. CREU BARBERA;26
B62541255;GRUP ADEUR SISTEMES DE SEGURETAT S.L;2016-08-31;2003-10-13;METALURGIA;Fabricación de aparatos de distribución y control eléctrico;Sin Grupo de Riesgo;2016-08-30;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL VALLES OCCIDENTAL;(CARTERA) GPYM - GPYM-DIRECTOR DE PYME;900
B62544895;ADVANCED FRAME TECHNOLOGY, S.L.;2016-08-31;2001-04-03;METALURGIA;Fabricación de otra maquinaria de uso general n.c.o.p.;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL VALLES ORIENTAL - OSONA;(CARTERA) GPYM - GPYM-DIRECTOR DE PYME;22
B62547021;MUNDOFINCAS ESPAÑA NETWORK SL;2016-08-31;2001-02-02;INVERSIONES INMOBILIARIAS;Agentes de la propiedad inmobiliaria;Sin Grupo de Riesgo;;SIN ALERTA;NO;NO;Minorista;Minorista MP;T.CATALUNYA;DIRECCION REGIONAL VALLES OCCIDENTAL;SABADELL O.P.;900
B62549167;REGALPAP S.L;2016-08-31;2001-04-02;METALURGIA;Intermediarios del comercio de productos diversos;Sin Grupo de Riesgo;2016-08-30;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL VALLES ORIENTAL - OSONA;CENTELLES;31
B62551494;ALPHA INVER 2001, SL;2016-08-31;2001-04-06;INVERSIONES INMOBILIARIAS;Promoción inmobiliaria;Sin Grupo de Riesgo;;SIN ALERTA;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL VALLES OCCIDENTAL;(CARTERA) GPM9 - GPM9-DIRECTOR DE PYME (SAC);900
B62557426;MARFEXIL S.L;2016-08-31;2000-06-19;SERVICIOS A EMPRESAS;Otras actividades de apoyo a las empresas n.c.o.p.;Sin Grupo de Riesgo;;SIN ALERTA;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL VALLES ORIENTAL - OSONA;(CARTERA) DO9  - DO9 -DIRECTOR OFICINA (SAC);34
B62571443;GENUE 57, S.L.;2016-08-31;2001-04-26;INVERSIONES INMOBILIARIAS;Alquiler de bienes inmobiliarios por cuenta propia;Sin Grupo de Riesgo;2016-08-30;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL BAIX LLOBREGAT SUD;(CARTERA) GPYM - GPYM-DIRECTOR DE PYME;7
B62572508;SANCHEZ VILCHES,SL;2016-08-31;2001-04-27;TURISMO, HOSTELERÍA Y OCIO;Restaurantes y puestos de comidas;Sin Grupo de Riesgo;;SIN ALERTA;NO;NO;Minorista;Minorista MP;T.CATALUNYA;DIRECCION REGIONAL BAIX LLOBREGAT NORD - ANOIA;(CARTERA) GPM9 - GPM9-DIRECTOR DE PYME (SAC);323
B62595863;VOYAGER, VIATGES A MIDA, S.L.;2016-08-31;2001-05-10;TURISMO, HOSTELERÍA Y OCIO;Actividades de las agencias de viajes;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL VALLES OCCIDENTAL;(CARTERA) GPM9 - GPM9-DIRECTOR DE PYME (SAC);900
B62598065;PADRUGA, S.L.;2016-08-31;2002-03-26;CONSTRUCCIÓN;Construcción de edificios residenciales;Sin Grupo de Riesgo;2016-08-30;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL MARESME - BADALONA;CALELLA;102
B62607858;FILTROS INDUSTRIALES, S.L.;2016-08-31;1978-04-24;METALURGIA;Fabricación de otros productos textiles de uso técnico e industrial;Sin Grupo de Riesgo;2016-08-30;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL CATALUNYA CENTRAL - TERRASSA;(CARTERA) GPYM - GPYM-DIRECTOR DE PYME;16
B62608096;ASTAGOM XXI S.L;2016-08-31;2001-06-19;INVERSIONES INMOBILIARIAS;Compraventa de bienes inmobiliarios por cuenta propia;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL VALLES ORIENTAL - OSONA;MOLLET,AG.ANTONI GAUDI;525
B62611066;LASER ROLL,S.L.;2016-08-31;2001-06-05;METALURGIA;Tratamiento y revestimiento de metales;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL VALLES OCCIDENTAL;(CARTERA) GPYM - GPYM-DIRECTOR DE PYME;900
B62627765;KASSIELL & UKIELL CONSTRUCCIONES S.L.;2016-08-31;2001-07-11;CONSTRUCCIÓN;Construcción de edificios residenciales;Sin Grupo de Riesgo;;SIN ALERTA;NO;NO;Minorista;Minorista MP;T.CATALUNYA;DIRECCION REGIONAL BAIX LLOBREGAT SUD;EL PRAT DE LLOBREGAT O.P.;10
B62633961;FINCAS NUBOT 2001 S.L.;2016-08-31;2001-07-03;INVERSIONES INMOBILIARIAS;Gestión y administración de la propiedad inmobiliaria;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL BARCELONES SUD;BARCELONA, CONSTITUCIÓ - RIERA BLANCA;1838
B62634993;POLICLINIC GENERAL DE CASTELLEFELS S.L.;2016-08-31;2001-07-18;EDUCACIÓN, SANIDAD Y SERVIC;Actividades de medicina general;Sin Grupo de Riesgo;2016-08-30;AMARILLA;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL BAIX LLOBREGAT SUD;CASTELLDEFELS O.P.;12
B62643812;FERRAN QUINTANA,S.L.;2016-08-31;2001-07-19;INVERSIONES INMOBILIARIAS;Alquiler de bienes inmobiliarios por cuenta propia;Sin Grupo de Riesgo;2016-08-30;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL BARCELONES OEST;BARCELONA AG. BALMES/PADUA;126
B62646021;NIGHTLY S.L;2016-08-31;2001-07-30;TURISMO, HOSTELERÍA Y OCIO;Establecimientos de bebidas;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL BAIX LLOBREGAT NORD - ANOIA;(CARTERA) GPM9 - GPM9-DIRECTOR DE PYME (SAC);323
B62648563;ESTUDI FABRA I PUIG S.L.;2016-08-31;2001-07-27;INVERSIONES INMOBILIARIAS;Compraventa de bienes inmobiliarios por cuenta propia;Sin Grupo de Riesgo;2016-08-30;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL BARCELONES NORD;BARCELONA, GRAN DE SANT ANDREU;4278
B62649603;MOBANEL SERVICIOS INTEGRALES S.L.;2016-08-31;2001-08-02;SERVICIOS A EMPRESAS;Servicios administrativos combinados;Sin Grupo de Riesgo;;SIN ALERTA;NO;NO;Minorista;Minorista MP;T.CATALUNYA;DIRECCION REGIONAL BAIX LLOBREGAT NORD - ANOIA;(CARTERA) GPM9 - GPM9-DIRECTOR DE PYME (SAC);323
B62650999;TOCHO 2002 S.L;2016-08-31;2001-08-01;INVERSIONES INMOBILIARIAS;Compraventa de bienes inmobiliarios por cuenta propia;Sin Grupo de Riesgo;;SIN ALERTA;NO;NO;Minorista;Minorista MP;T.CATALUNYA;DIRECCION REGIONAL BAIX LLOBREGAT SUD;SANT FELIU LLOBREGAT AG.M. CASTELLBELL;341
B62673157;GALPE 2001,SL;2016-08-31;2001-09-21;METALURGIA;Instalación de máquinas y equipos industriales;Sin Grupo de Riesgo;2016-08-30;AMARILLA;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL BAIX LLOBREGAT SUD;(CARTERA) GPM9 - GPM9-DIRECTOR DE PYME (SAC);5
B62677521;RESTAURACIO SANTFELIUENCA S.L;2016-08-31;2001-09-17;TURISMO, HOSTELERÍA Y OCIO;Restaurantes y puestos de comidas;Sin Grupo de Riesgo;;SIN ALERTA;NO;NO;Minorista;Minorista MP;T.CATALUNYA;DIRECCION REGIONAL BAIX LLOBREGAT SUD;SANT FELIU LLOBREGAT AG.M. CASTELLBELL;341
B62687504;CLOS DEL MAS DEL PORTAL S.L;2016-08-31;2001-10-11;ALIMENTACIÓN Y BEBIDAS;Cultivo de la vid;Sin Grupo de Riesgo;2016-08-30;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL BARCELONES OEST;BARCELONA, PASSEIG SANT GERVASI;351
B62691084;CENTRE CIUTAT PROMOCIONS A MIDA,S.L.;2016-08-31;2001-10-08;INVERSIONES INMOBILIARIAS;Promoción inmobiliaria;Sin Grupo de Riesgo;2016-08-30;VERDE;SI;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL VALLES OCCIDENTAL;(CARTERA) GPM9 - GPM9-DIRECTOR DE PYME (SAC);900
B62699087;CONSTRUCCIONES Y MONTAJES DE CUBIERTAS DEL VALLES,S.L.;2016-08-31;2001-10-24;CONSTRUCCIÓN;Otro acabado de edificios;Sin Grupo de Riesgo;;SIN ALERTA;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL VALLES OCCIDENTAL;(CARTERA) GPM9 - GPM9-DIRECTOR DE PYME (SAC);900
B62702261;MOLD & MOLD SER SL;2016-08-31;2001-11-09;METALURGIA;Otras industrias manufactureras n.c.o.p.;Sin Grupo de Riesgo;2016-08-30;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL VALLES OCCIDENTAL;SABADELL AG. BERNAT METGE;264
B62703228;CATBENS INMOBLES S.L;2016-08-31;2001-10-24;INVERSIONES INMOBILIARIAS;Alquiler de bienes inmobiliarios por cuenta propia;Sin Grupo de Riesgo;2016-08-30;AMARILLA;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL BAIX LLOBREGAT SUD;GAVA O.P.;8
B62707641;INOXIDABLES SABADELL S.L;2016-08-31;2001-11-05;METALURGIA;Fabricación de estructuras metálicas y sus componentes;Sin Grupo de Riesgo;2016-08-30;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL VALLES OCCIDENTAL;(CARTERA) DO9  - DO9 -DIRECTOR OFICINA (SAC);52
B62710090;FRETISPA S.L;2016-08-31;2001-10-31;CONSTRUCCIÓN;Construcción de edificios residenciales;Sin Grupo de Riesgo;;SIN ALERTA;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL BAIX LLOBREGAT SUD;GAVA O.P.;8
B62711494;SUMINISTROS GAVA SL;2016-08-31;2001-11-09;BIENES DE CONSUMO;Otro comercio al por menor de artículos nuevos en establecimientos especializados;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL BAIX LLOBREGAT SUD;GAVA O.P.;8
B62717632;PATRIMONIAL COMAS SL;2016-08-31;2001-11-19;INVERSIONES INMOBILIARIAS;Compraventa de bienes inmobiliarios por cuenta propia;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Promotores;Promotores;T.UCIS CATALUÑA;DIR.ZONA UCI CATALUNYA;UNIDAD CREDITO INMOBILIARIO CATALUNYA;1930
B62725262;TOT FUSTA I ALUMINI S.L;2016-08-31;2001-09-17;PAPEL Y MADERA;Fabricación de otras estructuras de madera y piezas de carpintería y ebanistería para la construcció;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL VALLES OCCIDENTAL;(CARTERA) GPYM - GPYM-DIRECTOR DE PYME;52
B62727615;BUNKER PUERTAS Y AUTOMATISMOS, S.L.;2016-08-31;2001-11-19;BIENES DE CONSUMO;Fabricación de artículos de cuchillería y cubertería;Sin Grupo de Riesgo;;SIN ALERTA;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL BAIX LLOBREGAT SUD;SANT FELIU LLOBREGAT AG.M. CASTELLBELL;341
B62728357;PIMARAM 2002 S.L;2016-08-31;2001-11-16;INVERSIONES INMOBILIARIAS;Compraventa de bienes inmobiliarios por cuenta propia;Sin Grupo de Riesgo;2016-08-30;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL BARCELONES OEST;BARCELONA, L'ILLA DIAGONAL;230
B62741350;INSTALACIONES DE BAJA TENSION SABADELL S.L;2016-08-31;2001-12-17;CONSTRUCCIÓN;Instalaciones eléctricas;Sin Grupo de Riesgo;2016-08-30;ROJA;SI;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL VALLES OCCIDENTAL;SABADELL AG. BERNAT METGE;1923
B62745930;CARPINTERIA HERMANOS CHECA, S.L.;2016-08-31;2001-12-14;CONSTRUCCIÓN;Fabricación de otros muebles;Sin Grupo de Riesgo;2016-08-30;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL VALLES OCCIDENTAL;SABADELL AG. CREU BARBERA;26
B62746540;NATURAL ROGSA S.L;2016-08-31;2001-12-28;ALIMENTACIÓN Y BEBIDAS;Intermediarios del comercio de productos alimenticios, bebidas y tabaco;Sin Grupo de Riesgo;2016-08-30;VERDE;NO;NO;Minorista;Minorista MP;T.CATALUNYA;DIRECCION REGIONAL VALLES OCCIDENTAL;SABADELL AG. CREU BARBERA;26
B62746755;NAVARRO DE LA ROSA LOGISTICA, S.L.;2016-08-31;2001-12-17;TRANSPORTE;Depósito y almacenamiento;Sin Grupo de Riesgo;2016-08-30;ROJA;SI;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL VALLES OCCIDENTAL;(CARTERA) DO9  - DO9 -DIRECTOR OFICINA (SAC);73
B62747118;EXCEL GLOBAL SERVICES SL;2016-08-31;2001-12-12;TRANSPORTE;Actividades anexas al transporte terrestre;Sin Grupo de Riesgo;2016-08-30;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL BAIX LLOBREGAT SUD;GAVA O.P.;8
B62748439;CRISTALERIAS SITGES S.L.;2016-08-31;2001-01-01;CONSTRUCCIÓN;Comercio al por menor de ferretería, pintura y vidrio en establecimientos especializados;Sin Grupo de Riesgo;2016-08-30;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL PENEDES - GARRAF;(CARTERA) DO9  - DO9 -DIRECTOR OFICINA (SAC);63
B62751870;TAHI IMPORT EXPORT S.L;2016-08-31;2001-12-28;METALURGIA;Fabricación de otra maquinaria para usos específicos n.c.o.p.;Sin Grupo de Riesgo;;SIN ALERTA;NO;NO;Minorista;Minorista MP;T.CATALUNYA;DIRECCION REGIONAL BAIX LLOBREGAT SUD;EL PRAT DE LLOBREGAT O.P.;10
B62752324;SERVEIS EDUCACIO NO FORMAL SL;2016-08-31;2001-12-13;EDUCACIÓN, SANIDAD Y SERVIC;Asistencia en establecimientos residenciales para personas mayores;Sin Grupo de Riesgo;2016-08-30;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL BAIX LLOBREGAT SUD;SANT BOI AG. MARIANAO;54
B62758719;M.R.T. FILTRES D'AIRE S.L;2016-08-31;2002-01-16;METALURGIA;Fabricación de maquinaria de ventilación y refrigeración no doméstica;Sin Grupo de Riesgo;2016-08-30;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL VALLES ORIENTAL - OSONA;PALAU-SOLITA I PLEGAMANS;60
B62773478;XAP CONTROL SL;2016-08-31;2001-12-19;METALURGIA;Fabricación de maquinas herramienta para trabajar el metal;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL VALLES ORIENTAL - OSONA;TORELLO;154
B62779228;FAIPIA, S.L;2016-08-31;2002-01-24;INVERSIONES INMOBILIARIAS;Promoción inmobiliaria;Sin Grupo de Riesgo;;SIN ALERTA;NO;NO;Promotores;Promotores;T.UCIS CATALUÑA;DIR.ZONA UCI CATALUNYA;UNIDAD CREDITO INMOBILIARIO CATALUNYA;7
B62783964;HECIVARO S.L;2016-08-31;2002-01-22;INVERSIONES INMOBILIARIAS;Alquiler de bienes inmobiliarios por cuenta propia;Sin Grupo de Riesgo;2016-08-30;AMARILLA;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL MARESME - BADALONA;BADALONA O.P.;24
B62807516;MJF INTEGRAL SERVICIOS COMUNITARIOS 2013 S.L.;2016-08-31;2002-02-18;SERVICIOS A EMPRESAS;Limpieza general de edificios;Sin Grupo de Riesgo;;SIN ALERTA;NO;NO;Minorista;Minorista MP;T.CATALUNYA;DIRECCION REGIONAL BAIX LLOBREGAT SUD;(CARTERA) GPM9 - GPM9-DIRECTOR DE PYME (SAC);7
B62812433;TUTMES S.L;2016-08-31;2002-02-21;INVERSIONES INMOBILIARIAS;Alquiler de bienes inmobiliarios por cuenta propia;Sin Grupo de Riesgo;2016-08-30;AMARILLA;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL VALLES OCCIDENTAL;(CARTERA) DO9  - DO9 -DIRECTOR OFICINA (SAC);42
B62821954;WIND CAT CASTELLDEFELS S.L;2016-08-31;2002-03-08;AUTOMOCIÓN;Comercio al por menor de repuestos y accesorios de vehículos de motor;Sin Grupo de Riesgo;2016-08-30;AMARILLA;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL VALLES OCCIDENTAL;SABADELL O.P.;900
B62823760;COMERCIAL NAHOMEDIC S.L;2016-08-31;2002-03-14;EDUCACIÓN, SANIDAD Y SERVIC;Actividades hospitalarias;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL VALLES OCCIDENTAL;SABADELL AG. BERNAT METGE;264
B62836853;EUROCARGO TIR SL;2016-08-31;2002-03-18;TRANSPORTE;Transporte de mercancías por carretera;Sin Grupo de Riesgo;;SIN ALERTA;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL VALLES OCCIDENTAL;SABADELL O.P.;900
B62838883;BRICOLAJE CARPINTERIA EL GALLEGO E HIJOS S.L.;2016-08-31;2002-04-03;CONSTRUCCIÓN;Fabricación de otros muebles;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Minorista;Minorista MP;T.CATALUNYA;DIRECCION REGIONAL BAIX LLOBREGAT SUD;SANT FELIU LLOBREGAT AG.M. CASTELLBELL;341
B62842091;CONSULBAIX SL;2016-08-31;2002-03-26;SERVICIOS A EMPRESAS;Actividades de contabilidad, teneduría de libros, auditoría y asesoría fiscal;Sin Grupo de Riesgo;2016-08-30;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL BAIX LLOBREGAT SUD;GAVA O.P.;8
B62848684;PROMED 202, S.L.;2016-08-31;2002-04-12;ALIMENTACIÓN Y BEBIDAS;Fabricación de productos para la alimentación de animales de granja;Sin Grupo de Riesgo;2016-08-30;ROJA;SI;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL EMPRESAS CATALUNYA;MARTORELL B.E.;37
B62853858;INSTALACIONS PRATEL S.L.;2016-08-31;2002-04-11;CONSTRUCCIÓN;Fontanería, instalaciones de sistemas de calefacción y aire acondicionado;Sin Grupo de Riesgo;2016-08-30;VERDE;NO;NO;Minorista;Minorista MP;T.CATALUNYA;DIRECCION REGIONAL BAIX LLOBREGAT SUD;EL PRAT DE LLOBREGAT O.P.;10
B62853866;POS IBERICA SOLUTIONS, SL;2016-08-31;2002-04-15;SERVICIOS A EMPRESAS;Otros servicios relacionados con las tecnologías de la información y la informática;Sin Grupo de Riesgo;2016-08-30;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL BARCELONES NORD;BARCELONA AG. LESSEPS;171
B62859335;COBRA PARTNERS S.L;2016-08-31;2002-04-22;METALURGIA;Fabricación de otras cisternas, grandes depósitos y contenedores de metal;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL BARCELONA CENTRE;BARCELONA AG. MERCAT DE SANT ANTONI;93
B62859756;CONSTRUCCIONS J. OLARTE, S.L.;2016-08-31;2002-04-08;INVERSIONES INMOBILIARIAS;Compraventa de bienes inmobiliarios por cuenta propia;Sin Grupo de Riesgo;;SIN ALERTA;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL BARCELONES SUD;L'HOSPITALET DE LLOBREGAT, AV. TORRENT GORNAL;1622
B62877659;IMMER NETZ XX S.L;2016-08-31;2002-05-09;INVERSIONES INMOBILIARIAS;Alquiler de bienes inmobiliarios por cuenta propia;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL VALLES OCCIDENTAL;(CARTERA) GPYM - GPYM-DIRECTOR DE PYME;900
B62888912;SANT CUGAT CENTRE DE NEGOCIS ,S.L.;2016-08-31;2002-05-23;INVERSIONES INMOBILIARIAS;Gestión y administración de la propiedad inmobiliaria;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL VALLES OCCIDENTAL;(CARTERA) DO   - DO  -DIRECTOR OFICINA;1
B62895743;SANT CUGAT SERVEIS COMPTABLES S.L.;2016-08-31;2002-01-01;SERVICIOS A EMPRESAS;Relaciones públicas y comunicación;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL VALLES OCCIDENTAL;(CARTERA) DO   - DO  -DIRECTOR OFICINA;1
B62896782;PATRIMONIAL VICOTRAN CASTELLAR, S.L;2016-08-31;2002-06-04;INVERSIONES INMOBILIARIAS;Alquiler de bienes inmobiliarios por cuenta propia;Sin Grupo de Riesgo;2016-08-30;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL VALLES OCCIDENTAL;(CARTERA) DO   - DO  -DIRECTOR OFICINA;4
B62897335;APREN JUGANT SL;2016-08-31;2002-06-07;EDUCACIÓN, SANIDAD Y SERVIC;Otra educación n.c.o.p.;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL PENEDES - GARRAF;(CARTERA) GPYM - GPYM-DIRECTOR DE PYME;46
