ID_IDEFISC;NOMBRE;ID_FCH_DATOS;FECHA_NACIMIENTO;Sector;CNAE;CNAE_2;CNAE_NUM;NOM_GRUP;FECHA_HATS;ALERTA_HATS;CONCURSAL;RECIENTE_CREACION;SEGMENTO_GESTION;SUBSEGMENTO_GESTION;DE_CORTA_TERRITORIAL_GEST;NOMBRE_REGIONAL_GEST;NOMBRE_CENTRO_GEST;OFICINA
B61361044;AFFSONS MARKETING COMPONENTES COMERCIALES, S.L.;31/08/2016;06/05/1997;BIENES DE CONSUMO;Otro comercio al por menor de artículos nuevos en establecimientos especializados;Comercio al por menor, excepto de vehículos de motor y motocicletas;30;Sin Grupo de Riesgo;;SIN ALERTA;NO;NO;Minorista;Minorista MP;T.CATALUNYA;DIRECCION REGIONAL VALLES OCCIDENTAL;SABADELL AG. CREU BARBERA;26
B61369120;QUICK LOGISTICA S.L.;31/08/2016;16/04/1997;INVERSIONES INMOBILIARIAS;Alquiler de bienes inmobiliarios por cuenta propia;Actividades inmobiliarias;44;Sin Grupo de Riesgo;30/08/2016;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL EMPRESAS CATALUNYA;LLEIDA OF. DE BANCA DE EMPRESAS;5168
B61386363;SOCIEDAD SINERGETICA DEPORTIVA, S.L.;31/08/2016;18/07/1997;TURISMO, HOSTELERÍA Y OCIO;Otras actividades recreativas y de entretenimiento;Actividades deportivas, recreativas y de entretenimiento;59;Sin Grupo de Riesgo;30/08/2016;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL VALLES OCCIDENTAL;(CARTERA) GPM9 - GPM9-DIRECTOR DE PYME (SAC);900
B61392429;AZCARRAGA INNOVACIONES, S.L.;31/08/2016;16/06/1997;INVERSIONES INMOBILIARIAS;Alquiler de bienes inmobiliarios por cuenta propia;Actividades inmobiliarias;44;Sin Grupo de Riesgo;30/08/2016;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL BARCELONA CENTRE;BARCELONA-OP;7011
B61393062;BROKERS LLEVOT S.L.;31/08/2016;27/05/1997;ALIMENTACIÓN Y BEBIDAS;Comercio al por mayor de bebidas;Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;29;Sin Grupo de Riesgo;30/08/2016;AMARILLA;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL VALLES ORIENTAL - OSONA;VILANOVA DEL VALLES;5133
B61393369;ESTRADA & ASOCIADOS ASESORES INMOBILIARIOS S.L.;31/08/2016;02/06/1997;INVERSIONES INMOBILIARIAS;Agentes de la propiedad inmobiliaria;Actividades inmobiliarias;44;Sin Grupo de Riesgo;30/08/2016;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL BARCELONES SUD;L'HOSPITALET DE LLOBREGAT, AV. TORRENT GORNAL;1622
B61394268;D MAS SUTUR, S.L.;31/08/2016;02/06/1997;METALURGIA;Intermediarios del comercio de productos diversos;Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;29;Sin Grupo de Riesgo;30/08/2016;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL CATALUNYA CENTRAL - TERRASSA;MANRESA, VILADORDIS;1899
B61398921;FANTEXFIL,S.L.;31/08/2016;18/06/1997;TEXTIL Y CALZADO;Preparación e hilado de fibras textiles;Industria textil;6;Sin Grupo de Riesgo;30/08/2016;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL VALLES OCCIDENTAL;(CARTERA) GPYM - GPYM-DIRECTOR DE PYME;900
B61406021;FONTENT 2000 S.L;31/08/2016;29/05/1997;INVERSIONES INMOBILIARIAS;Alquiler de bienes inmobiliarios por cuenta propia;Actividades inmobiliarias;44;Sin Grupo de Riesgo;30/08/2016;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL VALLES OCCIDENTAL;(CARTERA) DO9  - DO9 -DIRECTOR OFICINA (SAC);42
B61411252;TECNIQUES ELECTRIQUES MONTMELO, S.L.;31/08/2016;19/06/1997;CONSTRUCCIÓN;Instalaciones eléctricas;Actividades de construcción especializada;27;Sin Grupo de Riesgo;30/08/2016;ROJA;SI;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL VALLES ORIENTAL - OSONA;S.EULALIA RONSANA;5399
B61412110;ARRASTRES PORTUARIOS DE VILANOVA, S L;31/08/2016;19/06/1997;TRANSPORTE;Transporte de mercancías por carretera;Transporte terrestre y por tubería;31;Sin Grupo de Riesgo;30/08/2016;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL PENEDES - GARRAF;(CARTERA) GPM9 - GPM9-DIRECTOR DE PYME (SAC);63
B61413464;EGARA DE CARRETILLAS ELEVADORAS,S.L.;31/08/2016;06/11/1997;METALURGIA;Alquiler de otra maquinaria, equipos y bienes tangibles n.c.o.p.;Actividades de alquiler;50;Sin Grupo de Riesgo;30/08/2016;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL VALLES OCCIDENTAL;SABADELL AG. GRACIA;346
B61417291;MONLLARTRES, S.L.;31/08/2016;20/07/1997;INVERSIONES INMOBILIARIAS;Promoción inmobiliaria;Construcción de edificios;27;Sin Grupo de Riesgo;30/08/2016;ROJA;NO;NO;Promotores;Promotores;T.UCIS CATALUÑA;DIR.ZONA UCI CATALUNYA;UNIDAD CREDITO INMOBILIARIO CATALUNYA;900
B61420543;CARLOS KOTNIK, S.L. UNIPERSONAL;31/08/2016;25/02/1997;AUTOMOCIÓN;Venta de automóviles y vehículos de motor ligeros;Venta y reparación de vehículos de motor y motocicletas;28;Sin Grupo de Riesgo;30/08/2016;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL VALLES OCCIDENTAL;(CARTERA) GPM9 - GPM9-DIRECTOR DE PYME (SAC);5143
B61436861;BALCO DE CANYET, S.L.;31/08/2016;01/02/1985;TURISMO, HOSTELERÍA Y OCIO;Restaurantes y puestos de comidas;Servicios de comidas y bebidas;36;Sin Grupo de Riesgo;30/08/2016;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL MARESME - BADALONA;BADALONA AG. LA SALUT;48
B61448932;MOEXPLA-97, S.L.;31/08/2016;13/10/1997;QUIMICA;Fabricación de envases y embalajes de plástico;Fabricación de productos de caucho y plásticos;13;Sin Grupo de Riesgo;30/08/2016;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL VALLES ORIENTAL - OSONA;PALAU-SOLITA I PLEGAMANS;60
B61452207;SERINKJET COMUNICACION VISUAL,S.L.;31/08/2016;28/08/1997;PAPEL Y MADERA;Servicios de preimpresión y preparación de soportes;Artes gráficas y reproducción de soportes grabados;9;Sin Grupo de Riesgo;30/08/2016;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL BAIX LLOBREGAT SUD;(CARTERA) DO9  - DO9 -DIRECTOR OFICINA (SAC);1609
B61453247;FLORSTEL, S.L.;31/08/2016;08/10/1997;INVERSIONES INMOBILIARIAS;Promoción inmobiliaria;Construcción de edificios;27;Sin Grupo de Riesgo;30/08/2016;AMARILLA;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL VALLES OCCIDENTAL;SABADELL AG. CREU BARBERA;26
B61461364;LISAIAC IBERICA,S.L.;31/08/2016;09/09/1997;INVERSIONES INMOBILIARIAS;Alquiler de bienes inmobiliarios por cuenta propia;Actividades inmobiliarias;44;Sin Grupo de Riesgo;30/08/2016;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.CENTRO;DIRECCION REGIONAL EMPRESAS CENTRO;MADRID - GRAN VIA-(BE);5161
B61480760;METALCOM BDS, S.L.;31/08/2016;17/10/1997;QUIMICA;Comercio al por mayor de otros productos semielaborados;Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;29;Sin Grupo de Riesgo;30/08/2016;VERDE;NO;NO;Minorista;Minorista MP;T.CATALUNYA;DIRECCION REGIONAL BARCELONA CENTRE;BARCELONA AG. MERCAT DE SANT ANTONI;93
B61480968;FUNDOS MUNITOR S.L;31/08/2016;25/09/1997;INVERSIONES INMOBILIARIAS;Compraventa de bienes inmobiliarios por cuenta propia;Actividades inmobiliarias;44;Sin Grupo de Riesgo;30/08/2016;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL VALLES OCCIDENTAL;(CARTERA) DO   - DO  -DIRECTOR OFICINA;4
B61485215;SUISEC,S.L.;31/08/2016;21/10/1997;SERVICIOS A EMPRESAS;Otras actividades de limpieza industrial y de edificios;Servicios a edificios y actividades de jardinería;53;Sin Grupo de Riesgo;;SIN ALERTA;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL VALLES OCCIDENTAL;(CARTERA) GPM9 - GPM9-DIRECTOR DE PYME (SAC);900
B61485892;INMOBILIARIA PALPI S.L;31/08/2016;24/10/1997;INVERSIONES INMOBILIARIAS;Compraventa de bienes inmobiliarios por cuenta propia;Actividades inmobiliarias;44;Sin Grupo de Riesgo;30/08/2016;VERDE;NO;NO;Minorista;Minorista EM_PF;T.CATALUNYA;DIRECCION REGIONAL BARCELONES NORD;(CARTERA) GPM9 - GPM9-DIRECTOR DE PYME (SAC);84
B61489472;ANFI VILAFRANCA S.L.;31/08/2016;27/10/1997;ALIMENTACIÓN Y BEBIDAS;Comercio al por menor de pan y productos de panadería, confitería y pastelería en establecimientos e;Comercio al por menor, excepto de vehículos de motor y motocicletas;30;Sin Grupo de Riesgo;30/08/2016;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL PENEDES - GARRAF;MOJÀ;1676
B61493904;LINKOS REHABILITA S.L.;31/08/2016;04/11/1997;INVERSIONES INMOBILIARIAS;Promoción inmobiliaria;Construcción de edificios;27;Sin Grupo de Riesgo;30/08/2016;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL VALLES OCCIDENTAL;SABADELL O.P.;900
B61510475;GRUP SIMO & PRADO CENTRE DE NEGOCIS , S.L.;31/08/2016;26/11/1997;INVERSIONES INMOBILIARIAS;Compraventa de bienes inmobiliarios por cuenta propia;Actividades inmobiliarias;44;Sin Grupo de Riesgo;30/08/2016;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL CATALUNYA CENTRAL - TERRASSA;(CARTERA) GPYM - GPYM-DIRECTOR DE PYME;16
B61516050;TALLERES REVELLES, S.L.;31/08/2016;01/12/1997;AUTOMOCIÓN;Mantenimiento y reparación de vehículos de motor;Venta y reparación de vehículos de motor y motocicletas;28;Sin Grupo de Riesgo;30/08/2016;AMARILLA;NO;NO;Minorista;Minorista MP;T.CATALUNYA;DIRECCION REGIONAL BAIX LLOBREGAT SUD;GAVA O.P.;8
B61517496;BLUE TOWER, S.L.;31/08/2016;01/01/1997;TEXTIL Y CALZADO;Comercio al por mayor de prendas de vestir y calzado;Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;29;Sin Grupo de Riesgo;30/08/2016;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL EMPRESAS CATALUNYA;OF.BANCA D'EMPRESES BARCELONA -RAMBLA CATALUNYA;5029
B61517728;BAGS SACS S.L.;31/08/2016;03/12/1997;TEXTIL Y CALZADO;Fabricación de artículos de marroquinería, viaje y de guarnicionería y talabartería;Industria del cuero y del calzado;6;Sin Grupo de Riesgo;30/08/2016;ROJA;SI;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL MARESME - BADALONA;ARGENTONA;353
B61521050;PINTURES BERNABE, S.L.;31/08/2016;11/12/1997;CONSTRUCCIÓN;Pintura y acristalamiento;Actividades de construcción especializada;27;Sin Grupo de Riesgo;30/08/2016;VERDE;NO;NO;Minorista;Minorista MP;T.CATALUNYA;DIRECCION REGIONAL VALLES OCCIDENTAL;(CARTERA) GPYM - GPYM-DIRECTOR DE PYME;32
B61528857;TUNNEL CASANOVA, S.L.;31/08/2016;24/12/1997;TURISMO, HOSTELERÍA Y OCIO;Otras actividades recreativas y de entretenimiento;Actividades deportivas, recreativas y de entretenimiento;59;Sin Grupo de Riesgo;30/08/2016;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL CATALUNYA CENTRAL - TERRASSA;(CARTERA) GPYM - GPYM-DIRECTOR DE PYME;16
B61532735;ARRENDAMIENTOS MANSOU,S.L.;31/08/2016;19/12/1997;INVERSIONES INMOBILIARIAS;Alquiler de bienes inmobiliarios por cuenta propia;Actividades inmobiliarias;44;Sin Grupo de Riesgo;30/08/2016;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL VALLES OCCIDENTAL;CASTELLAR VALLES AG. PLA DE LA BRUGUERA;470
B61535100;BUPIUS S.L.;31/08/2016;07/11/1997;SERVICIOS A EMPRESAS;Actividades jurídicas;Actividades jurídicas y de contabilidad;45;Sin Grupo de Riesgo;;SIN ALERTA;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL VALLES OCCIDENTAL;(CARTERA) GPM9 - GPM9-DIRECTOR DE PYME (SAC);900
B61547113;LINE AND SCIENCE, S.L.;31/08/2016;07/02/2001;BIENES DE CONSUMO;Comercio al por mayor de productos de perfumería y cosmética;Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;29;Sin Grupo de Riesgo;;SIN ALERTA;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL VALLES OCCIDENTAL;(CARTERA) GPM9 - GPM9-DIRECTOR DE PYME (SAC);900
B61551206;BANDES I ACCESSORIS PER MAQUINARIA, S.L.;31/08/2016;18/05/1998;METALURGIA;Fabricación de otros productos textiles de uso técnico e industrial;Industria textil;6;Sin Grupo de Riesgo;30/08/2016;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL VALLES OCCIDENTAL;SABADELL AG. CREU BARBERA;26
B61555470;INVERSIONES PEREZ YUSTA S.L;31/08/2016;09/01/1998;INVERSIONES INMOBILIARIAS;Compraventa de bienes inmobiliarios por cuenta propia;Actividades inmobiliarias;44;Sin Grupo de Riesgo;30/08/2016;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL BARCELONA CENTRE;(CARTERA) ASI  - ASI -GERENTE DE BANCA PERSONAL;305
B61559431;BADALONESA DEL CORTE, S.L.;31/08/2016;21/01/1998;METALURGIA;Fabricación de estructuras metálicas y sus componentes;Fabricación de productos metálicos, excepto maquinaria y equipo;16;Sin Grupo de Riesgo;30/08/2016;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL MARESME - BADALONA;BADALONA AG. LA SALUT;48
B61564548;INSTALBESTRADA S.L.;31/08/2016;30/12/1997;CONSTRUCCIÓN;Instalaciones eléctricas;Actividades de construcción especializada;27;Sin Grupo de Riesgo;30/08/2016;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL VALLES ORIENTAL - OSONA;PALAU-SOLITA I PLEGAMANS;60
B61565644;ROBLES Y MONTERO S.L.;31/08/2016;26/01/1998;TRANSPORTE;Transporte de mercancías por carretera;Transporte terrestre y por tubería;31;Sin Grupo de Riesgo;;SIN ALERTA;SI;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL TARRAGONA;TARRAGONA - P.MARTELL;5258
B61569968;MEDRAN CALVO S.L.;31/08/2016;08/01/1998;ALIMENTACIÓN Y BEBIDAS;Comercio al por menor de carne y productos cárnicos en establecimientos especializados;Comercio al por menor, excepto de vehículos de motor y motocicletas;30;Sin Grupo de Riesgo;;SIN ALERTA;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL BAIX LLOBREGAT SUD;(CARTERA) GPM9 - GPM9-DIRECTOR DE PYME (SAC);7
B61575502;TERYASANIN, S.L.;31/08/2016;26/01/1998;INVERSIONES INMOBILIARIAS;Alquiler de bienes inmobiliarios por cuenta propia;Actividades inmobiliarias;44;Sin Grupo de Riesgo;30/08/2016;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL MARESME - BADALONA;(CARTERA) GPYM - GPYM-DIRECTOR DE PYME;36
B61578050;SONO-MARKET, S.L.;31/08/2016;10/02/1998;METALURGIA;Intermediarios del comercio especializados en la venta de otros productos específicos;Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;29;Sin Grupo de Riesgo;30/08/2016;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL BARCELONA CENTRE;BARCELONA AG. MERCAT DE SANT ANTONI;93
B61602025;RESER CARBURANTS, S.L.;31/08/2016;05/03/1998;UTILITIES;Comercio al por menor de combustible para la automoción en establecimientos especializados;Comercio al por menor, excepto de vehículos de motor y motocicletas;30;Sin Grupo de Riesgo;30/08/2016;AMARILLA;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL VALLES OCCIDENTAL;(CARTERA) DO   - DO  -DIRECTOR OFICINA;2
B61609277;SOCIEDAD PATRIMONIAL DE INVERSION MENDEZ, S.L.;31/08/2016;09/03/1998;INVERSIONES INMOBILIARIAS;Alquiler de bienes inmobiliarios por cuenta propia;Actividades inmobiliarias;44;Sin Grupo de Riesgo;30/08/2016;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL PENEDES - GARRAF;LA RÀPITA;1698
B61611711;VEUX ROAD BUSINESS S.L;31/08/2016;13/03/1998;TURISMO, HOSTELERÍA Y OCIO;Actividades de los gimnasios;Actividades deportivas, recreativas y de entretenimiento;59;Sin Grupo de Riesgo;30/08/2016;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL VALLES OCCIDENTAL;POLINYA;61
B61624052;ASTRO SERVICIOS INFORMATICOS, S.L.;31/08/2016;23/03/1998;CONSTRUCCIÓN;Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico;"Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos";46;Sin Grupo de Riesgo;30/08/2016;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL BARCELONA CENTRE;BARCELONA AG. MERCAT DE SANT ANTONI;93
B61632725;TERRES INDUSTRIALS I ESPORTIUS, S.L.;31/08/2016;06/05/1998;CONSTRUCCIÓN;Revestimiento de suelos y paredes;Actividades de construcción especializada;27;Sin Grupo de Riesgo;30/08/2016;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL VALLES OCCIDENTAL;(CARTERA) GPM9 - GPM9-DIRECTOR DE PYME (SAC);52
B61646675;PINTURAS SAFER S.L.;31/08/2016;20/02/1998;CONSTRUCCIÓN;Pintura y acristalamiento;Actividades de construcción especializada;27;Sin Grupo de Riesgo;30/08/2016;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL BAIX LLOBREGAT SUD;EL PRAT DE LLOBREGAT O.P.;10
B61648275;MAQUINARIA, COMPLEMENTOS Y ACCESORIOS CRAM, S.L.;31/08/2016;29/04/1998;METALURGIA;Comercio al por mayor de máquinas herramienta;Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;29;Sin Grupo de Riesgo;30/08/2016;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL VALLES ORIENTAL - OSONA;TORELLO;154
B61649778;DISTRIBUIDORA TECNOLOGICA CORTA FUEGO, S.L.;31/08/2016;29/04/1998;CONSTRUCCIÓN;Fontanería, instalaciones de sistemas de calefacción y aire acondicionado;Actividades de construcción especializada;27;Sin Grupo de Riesgo;30/08/2016;AMARILLA;NO;NO;Minorista;Minorista MP;T.CATALUNYA;DIRECCION REGIONAL VALLES OCCIDENTAL;SABADELL O.P.;900
B61650511;ORIOLA ESPAI, S.L.;31/08/2016;06/05/1998;INVERSIONES INMOBILIARIAS;Alquiler de bienes inmobiliarios por cuenta propia;Actividades inmobiliarias;44;Sin Grupo de Riesgo;30/08/2016;VERDE;NO;NO;Minorista;Minorista EM_PF;T.CATALUNYA;DIRECCION REGIONAL MARESME - BADALONA;MATARO AG. PLA D'EN BOET;454
B61659637;QUICK SILVER PALAU, S.L.;31/08/2016;04/06/1998;TELECOMUNICACIONES;Actividades postales sometidas a la obligación del servicio universal;Actividades postales y de correos;35;Sin Grupo de Riesgo;30/08/2016;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL VALLES ORIENTAL - OSONA;PALAU-SOLITA I PLEGAMANS;60
B61659728;SOCIEDAD GESTION DE PRODUCTOS PETROLIFEROS DIEZ-2 S.L;31/08/2016;05/05/1998;UTILITIES;Comercio al por menor de combustible para la automoción en establecimientos especializados;Comercio al por menor, excepto de vehículos de motor y motocicletas;30;Sin Grupo de Riesgo;30/08/2016;AMARILLA;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL PENEDES - GARRAF;LA GRANADA;1657
B61672440;CENTRO ASESOR SEGURO INMOBILIARIO SL;31/08/2016;18/05/1998;FINANCIERAS;Actividades de agentes y corredores de seguros;Actividades auxiliares a los servicios financieros y a los seguros;43;Sin Grupo de Riesgo;30/08/2016;AMARILLA;NO;NO;Minorista;Minorista MP;T.CATALUNYA;DIRECCION REGIONAL BAIX LLOBREGAT SUD;SANT FELIU LLOBREGAT AG.M. CASTELLBELL;341
B61674040;TECNO EXPORT INGENIEROS S.L;31/08/2016;19/05/1998;CONSTRUCCIÓN;Comercio al por mayor de madera, materiales de construcción y aparatos sanitarios;Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;29;Sin Grupo de Riesgo;30/08/2016;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL BARCELONA CENTRE;BARCELONA AG. MERCAT DE SANT ANTONI;93
B61680963;SOLUCIONES INTEGRALES DE CONSTRUCCION EURO FINCAS VALLES,S.L;31/08/2016;22/10/1998;INVERSIONES INMOBILIARIAS;Promoción inmobiliaria;Construcción de edificios;27;Sin Grupo de Riesgo;;SIN ALERTA;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL VALLES ORIENTAL - OSONA;PALAU-SOLITA I PLEGAMANS;60
B61685103;DESARROLLOS INMOBILIARIOS KABAKAN, S.L;31/08/2016;04/06/1998;INVERSIONES INMOBILIARIAS;Alquiler de bienes inmobiliarios por cuenta propia;Actividades inmobiliarias;44;Sin Grupo de Riesgo;30/08/2016;VERDE;NO;NO;Minorista;Minorista MP;T.CATALUNYA;DIRECCION REGIONAL BAIX LLOBREGAT SUD;(CARTERA) DO9  - DO9 -DIRECTOR OFICINA (SAC);7
B61685350;PUERTAS FERROFLEX,S.L;31/08/2016;12/05/1998;METALURGIA;Fabricación de estructuras metálicas y sus componentes;Fabricación de productos metálicos, excepto maquinaria y equipo;16;Sin Grupo de Riesgo;30/08/2016;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL EMPRESAS CATALUNYA;OF.BANCA D'EMPRESES BARCELONA -RAMBLA CATALUNYA;5029
B61693784;TORRATOX, S.L.;31/08/2016;21/11/1998;METALURGIA;Otras industrias manufactureras n.c.o.p.;Otras industrias manufactureras;22;Sin Grupo de Riesgo;;SIN ALERTA;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL BARCELONES OEST;BARCELONA AG. LES CORTS;129
B61696225;ANOIA PARC S.L.;31/08/2016;03/06/1998;EDUCACIÓN, SANIDAD Y SERVIC;Actividades de cuidado diurno de niños;Actividades de servicios sociales sin alojamiento;57;Sin Grupo de Riesgo;;SIN ALERTA;NO;NO;Minorista;Minorista MP;T.CATALUNYA;DIRECCION REGIONAL BARCELONA CENTRE;BARCELONA AG. MERCAT DE SANT ANTONI;93
B61712741;MUELLES THOR, S.L.;31/08/2016;25/08/1998;METALURGIA;Fabricación de productos de alambre, cadenas y muelles;Fabricación de productos metálicos, excepto maquinaria y equipo;16;Sin Grupo de Riesgo;30/08/2016;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL VALLES OCCIDENTAL;(CARTERA) GPM9 - GPM9-DIRECTOR DE PYME (SAC);52
B61713905;INMO TOP 98 S.L.;31/08/2016;07/07/1998;BIENES DE CONSUMO;Reparación de ordenadores y equipos periféricos;Reparación de ordenadores, efectos personales y artículos de uso doméstico;61;Sin Grupo de Riesgo;30/08/2016;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL VALLES OCCIDENTAL;(CARTERA) DO   - DO  -DIRECTOR OFICINA;52
B61724340;SERVICIOS INTEGRALES E AUTOMOCION A 3 CRB, S.L.;31/08/2016;16/07/1998;METALURGIA;Ingeniería mecánica por cuenta de terceros;Fabricación de productos metálicos, excepto maquinaria y equipo;16;Sin Grupo de Riesgo;30/08/2016;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL MARESME - BADALONA;PREMIA DE MAR;68
B61724860;FLAINETTI, S.L.;31/08/2016;17/07/1998;INVERSIONES INMOBILIARIAS;Alquiler de bienes inmobiliarios por cuenta propia;Actividades inmobiliarias;44;Sin Grupo de Riesgo;30/08/2016;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL GIRONA NORD;(CARTERA) DO   - DO  -DIRECTOR OFICINA;111
B61728713;XALETS L'AMETLLA, S.L.;31/08/2016;01/12/1999;INVERSIONES INMOBILIARIAS;Agentes de la propiedad inmobiliaria;Actividades inmobiliarias;44;Sin Grupo de Riesgo;30/08/2016;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL VALLES ORIENTAL - OSONA;CARDEDEU;40
B61730883;ARRIBAS MAQUINARIA Y PRODUCTOS DE LIMPIEZA, S.L.;31/08/2016;24/07/1998;CONSTRUCCIÓN;Comercio al por mayor de otra maquinaria y equipo;Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;29;Sin Grupo de Riesgo;30/08/2016;AMARILLA;NO;NO;Minorista;Minorista MP;T.CATALUNYA;DIRECCION REGIONAL BAIX LLOBREGAT SUD;EL PRAT DE LLOBREGAT O.P.;10
B61740015;EXOGIRA S.L;31/08/2016;23/07/1998;INVERSIONES INMOBILIARIAS;Compraventa de bienes inmobiliarios por cuenta propia;Actividades inmobiliarias;44;Sin Grupo de Riesgo;30/08/2016;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL VALLES ORIENTAL - OSONA;LA LLAGOSTA;39
